,sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
92324,SR23-01807128,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Open,Phone Call,2023-10-18 22:15:02,2023-10-18T22:15:22.000,,1020 W POLK ST,Chicago,Illinois,60607,1020,W,POLK,ST,False,False,28,34,3,12,1232,7,22,4,10,1169790.897178627,1896711.545208852,41.872086001,-87.652098,"{'latitude': '41.87208600094042', 'longitude': '-87.6520980000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N024,,
41108,SR23-01738462,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09 10:20:13,2023-10-09T10:32:45.000,2023-10-09 10:20:13,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
99999,SR23-01820162,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20 10:03:51,2023-10-20T10:32:33.000,2023-10-20 10:03:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
167972,SR23-01904393,Sidewalk Inspection Request,PBS,CDOT - Department of Transportation,Open,Internet,2023-11-02 12:55:42,2023-11-02T13:00:21.000,,3323 W WARREN BLVD,Chicago,Illinois,60624,3323,W,WARREN,BLVD,False,False,27,28,2,11,1123,3,12,5,11,1154093.100830633,1900117.999923833,41.88176108,-87.709640489,"{'latitude': '41.88176108030568', 'longitude': '-87.7096404892694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H022,,
86988,SR23-01798279,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-18 05:24:32,2023-10-18T05:30:38.000,2023-10-18 05:24:32,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,5,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
132826,SR23-01860315,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-26 12:17:03,2023-10-26T12:17:08.000,2023-10-26 12:17:08,7238 S ABERDEEN ST,Chicago,Illinois,60621,7238,S,ABERDEEN,ST,False,False,68,17,3,07,0733,27,12,5,10,1170169.952581745,1856642.426287746,41.762124001,-87.651873,"{'latitude': '41.76212400094002', 'longitude': '-87.65187300000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N039,,0.001388888888888889
71734,SR23-01777922,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-15 10:04:21,2023-10-15T10:31:15.000,2023-10-15 10:04:21,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
122185,SR23-01847198,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-24 16:49:22,2023-10-24T17:31:17.000,2023-10-24 16:49:22,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
62569,SR23-01766619,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13 09:02:00,2023-10-13T09:30:43.000,2023-10-13 09:02:00,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
74034,SR23-01780442,Pet Wellness Check Request,PET,Animal Care and Control,Completed,Phone Call,2023-10-15 19:50:48,2023-11-02T09:47:44.000,2023-11-02 09:47:44,2824 W ARMITAGE AVE,Chicago,Illinois,60647,2824,W,ARMITAGE,AVE,False,False,22,1,1,14,1414,23,19,1,10,1157093.109916615,1913232.840023474,41.917689001,-87.698268,"{'latitude': '41.91768900094055', 'longitude': '-87.6982680000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I017,,421.9488888888889
123876,SR23-01849094,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25 07:26:00,2023-10-25T07:30:43.000,2023-10-25 07:26:00,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
83630,SR23-01793976,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 12:52:20,2023-10-17T13:32:04.000,2023-10-17 12:52:20,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
98571,SR23-01818314,Sidewalk Inspection Request,PBS,CDOT - Department of Transportation,Open,Internet,2023-10-20 04:44:55,2023-10-20T05:00:17.000,,2222 S WESTERN AVE,Chicago,Illinois,60608,2222,S,WESTERN,AVE,True,False,31,28,3,10,1034,19,4,6,10,1160332.268798547,1889062.136737779,41.851296001,-87.687036,"{'latitude': '41.85129600094032', 'longitude': '-87.68703600000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J027,SR23-01309184,
6739,SR23-01694443,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-10-02 12:21:55,2023-10-27T11:43:36.000,2023-10-27 11:43:36,3140 N LUNA AVE,Chicago,Illinois,60641,3140,N,LUNA,AVE,False,False,19,31,1,25,2514,15,12,2,10,1138737.932321142,1920503.260610225,41.937993001,-87.7655295,"{'latitude': '41.937993000940665', 'longitude': '-87.76552950000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C015,,599.3613888888889
54477,SR23-01756131,Tree Removal Request,SEE,Streets and Sanitation,Open,Mobile Device,2023-10-11 15:42:01,2023-10-11T15:42:02.000,,3121 W BYRON ST,,,,3121,W,BYRON,ST,False,False,16,33,3,17,1733,6,15,4,10,1154815.27104338,1925584.183239903,41.951628001,-87.706305,"{'latitude': '41.95162800094071', 'longitude': '-87.7063050000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I013,,
63465,SR23-01767888,Fly Dumping Complaint,SDR,Streets and Sanitation,Completed,Internet,2023-10-13 10:50:36,2023-10-18T13:09:08.000,2023-10-18 13:09:08,118 W KINZIE ST,Chicago,Illinois,60654,118,W,KINZIE,ST,False,False,8,42,3,18,1831,32,10,6,10,1175239.66464716,1903092.020326125,41.889474001,-87.631902,"{'latitude': '41.88947400094048', 'longitude': '-87.6319020000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P021,,122.30888888888889
84721,SR23-01795518,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 14:51:56,2023-10-17T15:31:59.000,2023-10-17 14:51:56,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
54403,SR23-01756025,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-11 15:27:53,2023-10-11T15:32:15.000,2023-10-11 15:27:53,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,15,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
117478,SR23-01841312,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Mobile Device,2023-10-24 07:05:01,2023-10-25T07:57:22.000,2023-10-25 07:57:22,901 S WABASH AVE,,,,901,S,WABASH,AVE,False,False,32,4,2,01,0123,25,7,3,10,1176943.597987255,1896194.94090284,41.870509632,-87.625853313,"{'latitude': '41.87050963215289', 'longitude': '-87.62585331267731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Q024,,24.8725
82043,SR23-01791695,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 09:47:05,2023-10-17T10:31:59.000,2023-10-17 09:47:05,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
177087,SR23-01915711,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04 08:12:32,2023-11-04T08:30:38.000,2023-11-04 08:12:32,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
11735,SR23-01700718,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03 09:35:19,2023-10-03T10:31:20.000,2023-10-03 09:35:20,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
23530,SR23-01716601,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 10:48:48,2023-10-05T11:32:11.000,2023-10-05 10:48:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
195024,SR23-01937660,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-07 22:08:04,2023-11-07T22:30:54.000,2023-11-07 22:08:05,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,22,3,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
178398,SR23-01917194,Missed Garbage Pick-Up Complaint,SCC,Streets and Sanitation,Completed,Mobile Device,2023-11-04 13:21:04,2023-11-13T06:25:11.000,2023-11-13 06:25:11,2228 S SAWYER AVE,,,,2228,S,SAWYER,AVE,False,False,30,24,2,10,1024,14,13,7,11,1154959.723258604,1888878.009309116,41.850900001,-87.7067595,"{'latitude': '41.85090000094035', 'longitude': '-87.70675950000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H027,,209.06861111111112
49581,SR23-01749450,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-10 18:37:31,2023-10-10T19:31:04.000,2023-10-10 18:37:32,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
52057,SR23-01752708,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Phone Call,2023-10-11 10:21:57,2023-10-11T19:11:45.000,2023-10-11 19:11:45,5605 N MILTIMORE AVE,Chicago,Illinois,,5605,N,MILTIMORE,AVE,True,False,11,45,2,16,1622,40,10,4,10,1136229.129263136,1936860.971122934,41.982925373,-87.774357838,"{'latitude': '41.982925372719045', 'longitude': '-87.77435783836367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,B009,SR23-01752639,8.83
179780,SR23-01918713,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04 20:12:14,2023-11-04T20:35:05.000,2023-11-04 20:12:14,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,20,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
67697,SR23-01773200,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-14 08:58:54,2023-10-14T09:30:40.000,2023-10-14 08:58:54,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
12662,SR23-01701940,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Open,Phone Call,2023-10-03 11:27:04,2023-10-03T15:30:43.000,,6624 N OZANAM AVE,Chicago,Illinois,,6624,N,OZANAM,AVE,False,False,,,,,,,11,3,10,1123391.875660358,1943473.717262827,42.00129161,-87.821426161,"{'latitude': '42.00129161011497', 'longitude': '-87.82142616090806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,,,
34956,SR23-01731134,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07 14:14:35,2023-10-07T14:30:59.000,2023-10-07 14:14:35,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
100389,SR23-01820662,Sidewalk Inspection Request,PBS,CDOT - Department of Transportation,Open,Internet,2023-10-20 10:49:25,2023-10-20T10:49:27.000,,2020 N OAKLEY AVE,Chicago,Illinois,60647,2020,N,OAKLEY,AVE,False,False,22,32,3,14,1432,32,10,6,10,1160691.343276809,1913472.366575526,41.918272402,-87.685041295,"{'latitude': '41.91827240150619', 'longitude': '-87.68504129545622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,K017,,
134396,SR23-01862308,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-26 15:16:35,2023-10-26T15:31:48.000,2023-10-26 15:16:35,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,15,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
97681,SR23-01817062,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-19 18:43:45,2023-10-19T19:30:54.000,2023-10-19 18:43:45,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
2587,SR23-01689168,Report an Injured Animal,EAQ,Animal Care and Control,Completed,Internet,2023-10-01 17:29:52,2023-10-01T18:30:34.000,2023-10-01 18:30:34,9687 S CRANDON AVE,Chicago,Illinois,60617,9687,S,CRANDON,AVE,False,False,51,7,3,04,0431,40,17,1,10,1193521.434832019,1841082.976411076,41.718888001,-87.566796,"{'latitude': '41.71888800093987', 'longitude': '-87.5667960000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,V045,,1.0116666666666667
135837,SR23-01864055,Building Violation,BBA,DOB - Buildings,Completed,Phone Call,2023-10-26 20:30:41,2023-10-27T08:38:17.000,2023-10-27 08:38:15,5700 N SHERIDAN RD,Chicago,Illinois,60660,5700,N,SHERIDAN,RD,False,False,77,48,2,20,2022,18,20,5,10,1168466.851888471,1938161.310907801,41.985855001,-87.6557565,"{'latitude': '41.985855000940816', 'longitude': '-87.6557565000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N008,,12.126111111111111
97120,SR23-01815764,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-19 16:19:15,2023-10-19T16:32:12.000,2023-10-19 16:19:15,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
53466,SR23-01754741,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 13:30:32,2023-10-11T14:31:35.000,2023-10-11 13:30:32,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
50027,SR23-01750000,Sign Repair Request - All Other Signs,PCE,CDOT - Department of Transportation,Open,Phone Call,2023-10-10 21:36:15,2023-10-10T21:36:17.000,,8401 S CALUMET AVE,Chicago,Illinois,60619,8401,S,CALUMET,AVE,False,False,44,6,3,06,0632,38,21,3,10,1180054.550070929,1849326.979495869,41.741829001,-87.6158685,"{'latitude': '41.741829000939944', 'longitude': '-87.6158685000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Q042,,
34610,SR23-01730701,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-10-07 12:56:05,2023-10-10T10:24:04.000,2023-10-10 10:24:04,2724 W CERMAK RD,,,,2724,W,CERMAK,RD,False,False,30,25,2,10,1023,10,12,7,10,1158416.002207314,1889379.047852784,41.852205001,-87.6940605,"{'latitude': '41.85220500094034', 'longitude': '-87.6940605000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J026,,69.46638888888889
12810,SR23-01702163,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Alderman's Office,2023-10-03 11:50:45,2023-10-26T11:11:44.000,2023-10-26 11:11:44,6630 S TALMAN AVE,Chicago,Illinois,60629,6630,S,TALMAN,AVE,False,False,66,16,3,08,0831,25,11,3,10,1159780.344217621,1860432.474337456,41.772744001,-87.6898485,"{'latitude': '41.77274400094011', 'longitude': '-87.68984850000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,J037,,551.3497222222222
55971,SR23-01758037,Pet Wellness Check Request,PET,Animal Care and Control,Completed,Internet,2023-10-12 00:40:00,2023-11-01T13:36:06.000,2023-11-01 13:36:06,1945 N FRANCISCO AVE,Chicago,Illinois,60647,1945,N,FRANCISCO,AVE,False,False,22,26,2,14,1421,1,0,5,10,1156875.627731743,1912995.085838848,41.917041001,-87.6990735,"{'latitude': '41.917041000940586', 'longitude': '-87.69907350000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I018,,492.935
143083,SR23-01872854,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-28 08:42:31,2023-10-28T09:31:18.000,2023-10-28 08:42:31,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,8,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
48568,SR23-01748078,Vicious Animal Complaint,EAF,Animal Care and Control,Completed,Phone Call,2023-10-10 14:49:49,2023-10-10T18:13:01.000,2023-10-10 18:13:01,8900 S ESCANABA AVE,Chicago,Illinois,60617,8900,S,ESCANABA,AVE,False,False,46,10,2,04,0423,34,14,3,10,1196856.458642432,1846458.949348468,41.733558001,-87.554403,"{'latitude': '41.733558000939965', 'longitude': '-87.5544030000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,X043,,3.3866666666666667
30048,SR23-01724987,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06 12:02:42,2023-10-06T12:32:17.000,2023-10-06 12:02:43,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
109299,SR23-01831189,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 12:07:18,2023-10-22T12:30:57.000,2023-10-22 12:07:18,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
9887,SR23-01698542,Sign Repair Request - Do Not Enter Sign,PCD,CDOT - Department of Transportation,Completed,Mobile Device,2023-10-02 21:58:43,2023-10-03T08:36:43.000,2023-10-03 08:36:43,4000 W 32ND ST,,,,4000,W,32ND,ST,False,False,30,22,3,10,1031,16,21,2,10,1150196.252326634,1883101.962049274,41.835143831,-87.724392874,"{'latitude': '41.835143830560796', 'longitude': '-87.72439287446674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F029,,10.633333333333333
143258,SR23-01873059,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-28 09:15:25,2023-10-28T09:32:03.000,2023-10-28 09:15:26,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
56650,SR23-01758863,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-12 08:17:02,2023-10-12T08:32:31.000,2023-10-12 08:17:02,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
105056,SR23-01826442,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-10-21 10:22:18,2023-11-02T10:55:26.000,2023-11-02 10:55:25,6926 S EGGLESTON AVE,Chicago,Illinois,60621,6926,S,EGGLESTON,AVE,False,False,68,6,3,07,0732,12,10,7,10,1174407.343458681,1858880.364644154,41.768172001,-87.636276,"{'latitude': '41.768172000940055', 'longitude': '-87.63627600000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,O038,,288.5519444444444
87964,SR23-01799596,Tree Planting Request,SED,Streets and Sanitation,Open,Internet,2023-10-18 09:11:47,2023-10-18T09:11:47.000,,1863 S KOMENSKY AVE,Chicago,Illinois,60623,1863,S,KOMENSKY,AVE,True,False,29,24,1,10,1012,33,9,4,10,1149761.449952904,1890395.251340524,41.855166001,-87.725799,"{'latitude': '41.85516600094036', 'longitude': '-87.72579900000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F026,SR23-01245705,
101525,SR23-01822127,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20 13:15:42,2023-10-20T13:31:39.000,2023-10-20 13:15:42,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
